,Date,Name,Nationality,Cause of death,mountain,Year,Month,Range
930,2014-10-15 00:00:00,Bhoj Kumar Rai,Nepal,avalanche,Dhaulagiri,2014,10,Himalaya
926,2014-10-15 00:00:00,Vladimír Švancár,Slovakia,avalanche,Dhaulagiri,2014,10,Himalaya
929,2014-10-15 00:00:00,Dorje Sherpa,Nepal,avalanche,Dhaulagiri,2014,10,Himalaya
932,2015-03-24 00:00:00,Samuli Mansikka,Finland,fall,Annapurna,2015,3,Himalaya
931,2015-03-24 00:00:00,Pemba Sherpa,Nepal,fall,Annapurna,2015,3,Himalaya
948,2015-04-25 00:00:00,Pasang Temba Sherpa,Nepal,avalanche,Everest,2015,4,Himalaya
940,2015-04-25 00:00:00,Pemba Sherpa,Nepal,avalanche,Everest,2015,4,Himalaya
933,2015-04-25 00:00:00,Thomas Ely Taplin,United States,avalanche,Everest,2015,4,Himalaya
936,2015-04-25 00:00:00,Maila (Milan) Rai,Nepal,avalanche,Everest,2015,4,Himalaya
937,2015-04-25 00:00:00,Dawa Tsering Sherpa,Nepal,avalanche,Everest,2015,4,Himalaya
938,2015-04-25 00:00:00,Chhimi Dawa Sherpa,Nepal,avalanche,Everest,2015,4,Himalaya
934,2015-04-25 00:00:00,Daniel Paul Fredinburg,United States,avalanche,Everest,2015,4,Himalaya
944,2015-04-25 00:00:00,Vinh B Truong,United States Vietnam,avalanche,Everest,2015,4,Himalaya
939,2015-04-25 00:00:00,Pema Yishi (Hissi) Sherpa,Nepal,avalanche,Everest,2015,4,Himalaya
947,2015-04-25 00:00:00,Zhen-Fang Ge,China,avalanche,Lhotse,2015,4,Himalaya
946,2015-04-25 00:00:00,Unknown climber,?,avalanche,Everest,2015,4,Himalaya
935,2015-04-25 00:00:00,Marisa Eve Girawong,United States,avalanche,Everest,2015,4,Himalaya
943,2015-04-25 00:00:00,Lhakpa Chhiring Sherpa,Nepal,avalanche,Everest,2015,4,Himalaya
942,2015-04-25 00:00:00,Renu Fotedar,Australia India,avalanche,Everest,2015,4,Himalaya
941,2015-04-25 00:00:00,Krishna Kumar Rai,Nepal,avalanche,Everest,2015,4,Himalaya
945,2015-04-25 00:00:00,Shiva Kumar Shrestha,Nepal,avalanche,Everest,2015,4,Himalaya
949,2015-04-27 00:00:00,Hiroshi Yamagata,Japan,avalanche,Lhotse,2015,4,Himalaya
950,2015-07-01 00:00:00,Qamber Ali Jangjupa,Pakistan,avalanche,Broad Peak,2015,7,Karakorum
951,2015-07-25 00:00:00,Aleksander Ostrowski,Poland,avalanche,Gasherbrum-2,2015,7,Karakorum
952,2015-10-01 00:00:00,Zoltan Benedek,Austria,altitude,Manaslu,2015,10,Himalaya
953,2016-04-24 00:00:00,Jon Johnston,Australia,fall,Shisha Pangma,2016,4,Himalaya
954,2016-04-24 00:00:00,Patrik Matiolli,Switzerland,fall,Shisha Pangma,2016,4,Himalaya
955,2016-05-11 00:00:00,Charles MacAdams,Canada,others,Everest,2016,5,Himalaya
956,2016-05-11 00:00:00,Lakpa Sherpa,Nepal,others,Makalu,2016,5,Himalaya
957,2016-05-11 00:00:00,Dawa Tenji Sherpa,Nepal,others,Makalu,2016,5,Himalaya
958,2016-05-16 00:00:00,Christiaan Johan Wilson,Netherlands,disappeared,Dhaulagiri,2016,5,Himalaya
959,2016-05-19 00:00:00,Phurba Sherpa,Nepal,fall,Everest,2016,5,Himalaya
960,2016-05-19 00:00:00,Ang Furba Sherpa,Nepal,fall,Lhotse,2016,5,Himalaya
961,2016-05-19 00:00:00,Rajib Bhattacharya,India,altitude,Dhaulagiri,2016,5,Himalaya
962,2016-05-21 00:00:00,Eric Arnold,Netherlands,altitude,Everest,2016,5,Himalaya
963,2016-05-22 00:00:00,Marisa Elizabeth Strydom,Australia  South Africa,illness,Everest,2016,5,Himalaya
964,2016-05-22 00:00:00,Subhash Pal,India,altitude,Everest,2016,5,Himalaya
965,2016-05-22 00:00:00,Paresh Chandra Nath,India,exposure,Everest,2016,5,Himalaya
966,2016-09-30 00:00:00,Pemba Sherpa (Taplejung 8),Nepal,avalanche,Shisha Pangma,2016,9,Himalaya
967,2016-10-26 00:00:00,Hirotaka Onodera,Japan,fall,Manaslu,2016,10,Himalaya
968,2017-05-05 00:00:00,Min Bahadur Sherchan,Nepal,illness,Everest,2017,5,Himalaya
969,2017-05-20 00:00:00,Roland Yearwood,United States,altitude,Everest,2017,5,Himalaya
970,2017-05-20 00:00:00,Ang Ngima Sherpa,Nepal,fall,Dhaulagiri,2017,5,Himalaya
971,2017-05-21 00:00:00,Vladimír Štrba,Slovakia,altitude,Everest,2017,5,Himalaya
972,2017-05-21 00:00:00,Ravi Kumar,India,fall,Everest,2017,5,Himalaya
973,2017-06-24 00:00:00,Mariano Galvan,Argentina,avalanche,Nanga Parbat,2017,6,Karakorum
974,2017-06-24 00:00:00,Alberto Zerain,Spain,avalanche,Nanga Parbat,2017,6,Karakorum
975,2017-09-25 00:00:00,Philip Harvey,United Kingdom,altitude,Manaslu,2017,9,Himalaya
1028,2018-01-28 20:18:00,Tomasz Mackiewicz,Poland,altitude,Nanga Parbat,2027,1,Karakorum
976,2018-04-30 00:00:00,Simone La Terra,Italy,others,Dhaulagiri,2018,4,Himalaya
977,2018-05-03 00:00:00,Boyan Petrov,Bulgaria,disappeared,Shisha Pangma,2018,5,Himalaya
979,2018-05-14 00:00:00,Lam Babu Sherpa,Nepal,disappeared,Everest,2018,5,Himalaya
978,2018-05-14 00:00:00,Ang Dawa Sherpa,Nepal,altitude,Makalu,2018,5,Himalaya
980,2018-05-16 00:00:00,Park Shin-yong,South Korea,altitude,Cho Oyu,2018,5,Himalaya
981,2018-05-17 00:00:00,Rustem Amirov,Russia,altitude,Lhotse,2018,5,Himalaya
982,2018-05-18 00:00:00,Pasang Norbu Sherpa,Nepal,illness,Everest,2018,5,Himalaya
983,2018-05-20 00:00:00,Gjeorgi Petkov,North Macedonia,others,Everest,2018,5,Himalaya
984,2018-07-07 00:00:00,Serge Dessureault,Canada,fall,K-2,2018,7,Karakorum
985,2018-07-22 00:00:00,Kojiro Watanabe,Japan,fall,K-2,2018,7,Karakorum
986,2018-09-08 00:00:00,Hiromi Komatsu,Japan,others,Manaslu,2018,9,Himalaya
987,2018-09-27 00:00:00,Dawa Gyaljen Sherpa,Nepal,avalanche,Dhaulagiri,2018,9,Himalaya
988,2018-09-29 00:00:00,Roman Hlávko,Czech Republic,fall,Manaslu,2018,9,Himalaya
989,2019-02-24 00:00:00,Daniele Nardi,Italy,unknown,Nanga Parbat,2019,2,Karakorum
990,2019-02-24 00:00:00,Tom Ballard,United Kingdom,unknown,Nanga Parbat,2019,2,Karakorum
991,2019-04-20 00:00:00,Chris Daly,United States,fall,Everest,2019,4,Himalaya
992,2019-05-01 00:00:00,Phujung Bhote,Nepal,others,Cho Oyu,2019,5,Himalaya
993,2019-05-03 00:00:00,Wui Kin Chin,Malaysia,exposure,Annapurna,2019,5,Himalaya
994,2019-05-08 00:00:00,Richard Hidalgo,Peru,unknown,Makalu,2019,5,Himalaya
995,2019-05-15 00:00:00,Biplab Baidya,India,others,Kangchenjunga,2019,5,Himalaya
997,2019-05-15 00:00:00,Rodrigo Vivanco,Chile,others,Kangchenjunga,2019,5,Himalaya
996,2019-05-15 00:00:00,Kuntal Kanrar,India,others,Kangchenjunga,2019,5,Himalaya
999,2019-05-16 00:00:00,Dipankar Ghos,India,disappeared,Makalu,2019,5,Himalaya
1000,2019-05-16 00:00:00,Narayan Singh,India,altitude,Makalu,2019,5,Himalaya
998,2019-05-16 00:00:00,Séamus (Shay) Lawless,Ireland,fall,Everest,2019,5,Himalaya
1001,2019-05-17 00:00:00,Ivan Tomov,Bulgaria,others,Lhotse,2019,5,Himalaya
1002,2019-05-17 00:00:00,Ravi Thakar,India,altitude,Everest,2019,5,Himalaya
1003,2019-05-22 00:00:00,Donald Cash,United States,altitude,Everest,2019,5,Himalaya
1007,2019-05-23 00:00:00,Nihal Bagwan,India,exhaustion,Everest,2019,5,Himalaya
1005,2019-05-23 00:00:00,Anjali S Kulkarni,India,exhaustion,Everest,2019,5,Himalaya
1004,2019-05-23 00:00:00,Kalpana Dash,India,exhaustion,Everest,2019,5,Himalaya
1006,2019-05-23 00:00:00,Ernst Landgraf,Austria,exhaustion,Everest,2019,5,Himalaya
1009,2019-05-24 00:00:00,Dhruba Bista,Nepal,altitude,Everest,2019,5,Himalaya
1010,2019-05-24 00:00:00,Nima Tshering Sherpa,Nepal,unknown,Makalu,2019,5,Himalaya
1008,2019-05-24 00:00:00,Kevin Hynes,Ireland,altitude,Everest,2019,5,Himalaya
1011,2019-05-25 00:00:00,Robin Haynes Fisher,United Kingdom,exhaustion,Everest,2019,5,Himalaya
1012,2019-05-27 00:00:00,Christopher Jon Kulish,United States,others,Everest,2019,5,Himalaya
1013,2019-09-28 00:00:00,Rita Bladyko,Poland,altitude,Manaslu,2019,9,Himalaya
1014,2021-01-16 00:00:00,Sergi Mingote,Spain,fall,K-2,2021,1,Karakorum
1015,2021-02-05 00:00:00,Atanas Skatov,Bulgaria,fall,K-2,2021,2,Karakorum
1018,2021-02-05 00:00:00,John Snorri Sigurjónsson,Iceland,others,K-2,2021,2,Karakorum
1016,2021-02-05 00:00:00,Ali Sadpara,Pakistan,others,K-2,2021,2,Karakorum
1017,2021-02-05 00:00:00,Juan Pablo Mohr Prieto,Chile,others,K-2,2021,2,Karakorum
1019,2021-05-12 00:00:00,Puwei Liu,United States,exhaustion,Everest,2021,5,Himalaya
1020,2021-05-12 00:00:00,Abdul Waraich,Switzerland,exhaustion,Everest,2021,5,Himalaya
1021,2021-05-18 00:00:00,Pemba Tashi Sherpa,Nepal,fall,Everest,2021,5,Himalaya
1022,2021-05-23 00:00:00,Wong Dorchi Sherpa,Nepal,fall,Everest,2021,5,Himalaya
1023,2021-07-19 00:00:00,Kim Hong-bin,South Korea,fall,Broad Peak,2021,7,Karakorum
1024,2021-07-25 00:00:00,Rick Allen,United Kingdom,avalanche,K-2,2021,7,Karakorum
1025,2021-09-29 00:00:00,Brent Seal,Canada,illness,Manaslu,2021,9,Himalaya
